filename,width,height,class,xmin,ymin,xmax,ymax
0503.jpg,259,194,pistol,90,78,107,123
0504.jpg,200,150,pistol,47,3,147,150
0505.jpg,271,186,pistol,8,2,265,181
0506.jpg,275,184,pistol,106,48,238,140
0507.jpg,265,190,pistol,145,37,225,111
0508.jpg,286,176,pistol,144,13,282,133
0509.jpg,296,170,pistol,71,12,239,123
0510.jpg,300,168,pistol,167,69,211,108
0511.jpg,263,192,pistol,49,27,118,148
0512.jpg,192,203,pistol,64,26,83,44
0513.jpg,262,192,pistol,101,46,125,63
0514.jpg,318,159,pistol,131,1,196,144
0515.jpg,275,183,pistol,25,19,256,181
0516.jpg,269,187,pistol,8,7,241,92
0517.jpg,275,183,pistol,36,29,229,171
0518.jpg,244,206,pistol,1,87,177,205
0518.jpg,244,206,pistol,38,1,240,83
0519.jpg,240,160,pistol,62,18,218,128
0520.jpg,286,176,pistol,2,1,268,114
0521.jpg,286,176,pistol,207,40,286,105
0522.jpg,253,199,pistol,30,41,218,163
0523.jpg,262,193,pistol,2,28,220,169
0524.jpg,309,163,pistol,10,3,158,102
0525.jpg,279,180,pistol,95,42,255,154
0526.jpg,262,192,pistol,49,21,185,137
0527.jpg,259,194,pistol,17,5,230,118
0528.jpg,259,194,pistol,15,8,240,131
0529.jpg,215,234,pistol,31,22,191,191
0530.jpg,259,194,pistol,4,60,207,125
0531.jpg,319,158,pistol,46,21,248,156
0532.jpg,259,194,pistol,62,29,138,81
0533.jpg,259,194,pistol,8,8,88,60
0533.jpg,259,194,pistol,140,26,212,77
0533.jpg,259,194,pistol,29,127,102,176
0533.jpg,259,194,pistol,150,129,232,175
0534.jpg,275,183,pistol,141,64,249,117
0535.jpg,179,282,pistol,53,144,96,175
0536.jpg,194,260,pistol,32,68,150,248
0537.jpg,260,194,pistol,46,139,110,182
0538.jpg,247,204,pistol,22,79,200,127
0539.jpg,211,239,pistol,36,76,176,223
0540.jpg,252,200,pistol,79,27,203,184
0541.jpg,275,183,pistol,35,35,209,161
0542.jpg,245,206,pistol,169,59,200,118
0543.jpg,188,268,pistol,130,131,176,167
0544.jpg,183,275,pistol,63,22,171,182
0545.jpg,275,183,pistol,68,18,252,147
0546.jpg,272,185,pistol,98,38,249,141
0547.jpg,283,178,pistol,1,41,238,177
0548.jpg,275,183,pistol,1,56,77,160
0548.jpg,275,183,pistol,42,47,150,154
0548.jpg,275,183,pistol,117,46,213,146
0548.jpg,275,183,pistol,169,39,273,142
0549.jpg,275,183,pistol,100,70,141,94
0550.jpg,286,176,pistol,148,11,282,128
0551.jpg,268,188,pistol,36,58,184,156
0552.jpg,193,261,pistol,63,22,181,211
0553.jpg,181,279,pistol,1,5,181,261
0554.jpg,286,176,pistol,10,11,280,161
0555.jpg,250,202,pistol,49,54,161,110
0556.jpg,850,567,pistol,310,136,642,339
0557.jpg,606,373,pistol,215,58,276,180
0558.jpg,915,610,pistol,541,213,714,389
0559.jpg,650,399,pistol,270,169,465,351
0560.jpg,3872,2592,pistol,361,754,3061,2304
0561.jpg,247,204,pistol,22,79,200,127
0562.jpg,700,1000,pistol,85,590,240,751
0563.jpg,1500,1001,pistol,205,74,1117,915
0564.jpg,640,480,pistol,65,1,564,443
0565.jpg,800,450,pistol,98,62,753,399
0566.jpg,1023,682,pistol,351,139,596,682
0567.jpg,640,480,pistol,35,145,371,307
0567.jpg,640,480,pistol,142,272,537,429
0568.jpg,800,600,pistol,37,228,89,301
0568.jpg,800,600,pistol,113,243,168,313
0568.jpg,800,600,pistol,174,265,250,325
0568.jpg,800,600,pistol,262,256,353,362
0568.jpg,800,600,pistol,365,277,456,350
0568.jpg,800,600,pistol,480,289,565,380
0568.jpg,800,600,pistol,604,368,710,486
0569.jpg,800,600,pistol,46,110,760,600
0570.jpg,400,240,pistol,1,137,28,173
0570.jpg,400,240,pistol,60,156,120,190
0570.jpg,400,240,pistol,98,153,158,198
0570.jpg,400,240,pistol,140,161,198,211
0570.jpg,400,240,pistol,186,170,254,212
0570.jpg,400,240,pistol,242,174,320,220
0570.jpg,400,240,pistol,141,92,204,132
0571.jpg,603,286,pistol,353,114,394,153
0572.jpg,899,628,pistol,61,41,719,425
0573.jpg,286,176,pistol,148,11,282,128
0574.jpg,530,204,pistol,24,6,503,187
0575.jpg,614,259,pistol,2,12,607,254
0576.jpg,600,337,pistol,155,174,434,328
0577.jpg,284,177,pistol,14,6,276,146
0578.jpg,3162,1634,pistol,1873,277,3066,1392
0579.jpg,262,193,pistol,11,7,257,165
0580.jpg,6016,4016,pistol,1308,1543,3093,3715
0581.jpg,320,308,pistol,80,84,269,238
0582.jpg,300,173,pistol,10,59,98,123
0583.jpg,300,370,pistol,16,70,277,306
0584.jpg,800,532,pistol,135,19,770,300
0585.jpg,728,946,pistol,107,494,620,876
0585.jpg,728,946,pistol,61,13,522,421
0586.jpg,640,480,pistol,10,99,620,394
0587.jpg,620,465,pistol,52,40,583,427
0588.jpg,450,314,pistol,167,83,226,135
0589.jpg,333,500,pistol,75,349,175,456
0590.jpg,1300,1008,pistol,475,71,1152,916
0591.jpg,800,490,pistol,547,73,592,124
0592.jpg,800,430,pistol,231,40,554,419
0593.jpg,661,496,pistol,65,25,584,406
0594.jpg,661,496,pistol,172,202,489,496
0595.jpg,661,496,pistol,233,3,453,496
0596.jpg,661,496,pistol,1,102,579,496
0597.jpg,661,496,pistol,150,1,448,495
0598.jpg,1500,1125,pistol,253,260,1276,930
0599.jpg,2496,1863,pistol,831,517,1903,1017
0600.jpg,354,199,pistol,148,44,259,162
0601.jpg,500,275,pistol,171,80,226,142
0601.jpg,500,275,pistol,264,105,339,152
0602.jpg,661,496,pistol,202,34,389,440
0603.jpg,5616,3744,pistol,570,365,5145,3590
0604.jpg,480,340,pistol,125,46,246,314
0605.jpg,320,217,pistol,8,9,253,104
0606.jpg,919,1388,pistol,153,695,768,1114
0607.jpg,764,625,pistol,36,174,707,504
0608.jpg,1663,980,pistol,131,95,1435,791
0609.jpg,980,653,pistol,305,318,496,481
0610.jpg,1300,1134,pistol,227,634,710,991
0611.jpg,615,409,pistol,223,57,268,90
0612.jpg,3486,2490,pistol,743,341,3350,2125
0613.jpg,3462,2510,pistol,792,420,2007,1797
0614.jpg,915,594,pistol,433,320,643,524
0614.jpg,915,594,pistol,683,206,859,352
0615.jpg,900,674,pistol,522,470,596,534
0616.jpg,380,236,pistol,130,97,163,141
0617.jpg,1300,951,pistol,287,76,424,336
0618.jpg,640,444,pistol,465,143,577,315
0619.jpg,1680,1050,pistol,491,423,810,726
0620.jpg,600,400,pistol,201,23,506,248
0621.jpg,661,496,pistol,136,11,550,479
0622.jpg,661,496,pistol,108,31,549,463
0623.jpg,795,900,pistol,23,15,757,877
0624.jpg,800,600,pistol,1,1,780,576
0625.jpg,800,430,pistol,194,59,617,370
0626.jpg,600,400,pistol,142,78,527,324
0627.jpg,661,496,pistol,336,279,526,440
0628.jpg,500,753,pistol,76,560,136,655
0628.jpg,500,753,pistol,78,305,421,545
0629.jpg,600,400,pistol,278,155,455,244
0630.jpg,474,360,pistol,227,102,417,199
0631.jpg,1280,908,pistol,122,118,988,789
0632.jpg,640,478,pistol,76,41,474,310
0633.jpg,436,566,pistol,1,18,413,559
0634.jpg,1240,800,pistol,67,31,725,665
0635.jpg,600,336,pistol,13,16,551,306
0636.jpg,615,409,pistol,180,126,257,182
0637.jpg,267,400,pistol,81,53,152,203
0638.jpg,800,595,pistol,15,5,792,594
0639.jpg,600,435,pistol,113,107,400,326
0640.jpg,758,425,pistol,60,21,624,403
0641.jpg,660,660,pistol,80,136,640,481
0642.jpg,640,360,pistol,308,179,366,296
0643.jpg,293,198,pistol,70,33,225,171
0644.jpg,1100,730,pistol,286,49,842,432
0645.jpg,248,270,pistol,92,103,118,134
0646.jpg,400,300,pistol,71,115,242,217
0647.jpg,1240,800,pistol,22,15,1211,768
0648.jpg,2648,1811,pistol,141,114,2547,1696
0649.jpg,494,250,pistol,26,1,490,249
0650.jpg,955,900,pistol,30,4,954,870
0651.jpg,300,194,pistol,117,10,298,155
0652.jpg,1920,1200,pistol,1329,19,1620,815
0652.jpg,1920,1200,pistol,999,45,1364,684
0653.jpg,640,479,pistol,228,68,417,479
0654.jpg,320,210,pistol,77,94,162,134
0654.jpg,320,210,pistol,54,148,133,189
0655.jpg,425,320,pistol,143,83,334,244
0656.jpg,700,480,pistol,148,82,442,305
0657.jpg,400,412,pistol,138,30,298,354
0658.jpg,548,299,pistol,334,160,372,195
0659.jpg,465,356,pistol,24,61,196,176
0660.jpg,620,260,pistol,142,80,325,201
0661.jpg,560,335,pistol,184,87,242,139
0661.jpg,560,335,pistol,307,82,347,126
0662.jpg,639,360,pistol,261,121,391,325
0663.jpg,415,375,pistol,85,124,174,180
0664.jpg,640,368,pistol,125,28,525,291
0665.jpg,460,283,pistol,85,7,285,232
0666.jpg,525,375,pistol,214,308,270,344
0667.jpg,640,427,pistol,46,215,331,422
0667.jpg,640,427,pistol,1,202,180,364
0667.jpg,640,427,pistol,191,214,627,424
0667.jpg,640,427,pistol,29,117,381,252
0667.jpg,640,427,pistol,327,50,594,190
0667.jpg,640,427,pistol,118,9,365,174
0667.jpg,640,427,pistol,370,1,634,102
0667.jpg,640,427,pistol,3,1,222,84
0668.jpg,710,532,pistol,84,132,473,408
0669.jpg,317,320,pistol,107,197,287,290
0669.jpg,317,320,pistol,92,127,254,205
0669.jpg,317,320,pistol,98,76,267,137
0670.jpg,391,479,pistol,171,298,320,394
0670.jpg,391,479,pistol,94,245,267,353
0671.jpg,670,447,pistol,42,122,479,346
0672.jpg,640,447,pistol,132,38,415,214
0672.jpg,640,447,pistol,487,122,635,336
0673.jpg,640,446,pistol,279,123,549,270
0674.jpg,620,413,pistol,67,35,336,320
0675.jpg,300,300,pistol,19,44,282,207
0676.jpg,1500,1125,pistol,246,280,1273,900
0677.jpg,640,400,pistol,36,99,204,340
0678.jpg,560,364,pistol,383,127,452,177
0679.jpg,259,194,pistol,16,75,177,185
0679.jpg,259,194,pistol,75,12,228,122
0680.jpg,580,332,pistol,83,43,159,105
0680.jpg,580,332,pistol,15,157,128,210
0681.jpg,620,312,pistol,26,52,588,300
0682.jpg,620,458,pistol,62,42,430,405
0683.jpg,1005,759,pistol,26,51,982,720
0684.jpg,800,563,pistol,289,224,568,415
0685.jpg,675,450,pistol,62,46,345,450
0686.jpg,1500,1000,pistol,560,341,1146,708
0687.jpg,720,484,pistol,67,323,182,480
0687.jpg,720,484,pistol,315,326,437,479
0687.jpg,720,484,pistol,550,325,675,482
0687.jpg,720,484,pistol,242,92,461,239
0687.jpg,720,484,pistol,553,85,669,241
0688.jpg,507,600,pistol,1,338,411,599
0688.jpg,507,600,pistol,4,5,507,304
0689.jpg,800,600,pistol,464,242,566,297
0689.jpg,800,600,pistol,440,364,543,407
0690.jpg,540,364,pistol,97,151,229,354
0690.jpg,540,364,pistol,12,40,154,183
0690.jpg,540,364,pistol,252,150,341,317
0690.jpg,540,364,pistol,347,124,450,343
0690.jpg,540,364,pistol,455,152,525,300
0690.jpg,540,364,pistol,178,25,302,154
0690.jpg,540,364,pistol,289,11,396,127
0690.jpg,540,364,pistol,381,18,471,126
0691.jpg,1020,596,pistol,189,119,780,337
0692.jpg,750,500,pistol,4,172,266,463
0692.jpg,750,500,pistol,173,111,642,406
0692.jpg,750,500,pistol,373,34,742,347
0693.jpg,1600,1200,pistol,653,319,1321,991
0694.jpg,458,348,pistol,15,109,435,301
0695.jpg,620,400,pistol,225,21,582,210
0696.jpg,1024,682,pistol,630,230,923,505
0697.jpg,425,282,pistol,191,82,362,217
0698.jpg,652,360,pistol,248,25,405,360
0699.jpg,1000,771,pistol,71,206,259,339
0700.jpg,660,660,pistol,80,136,640,481
0701.jpg,799,597,pistol,157,34,676,511
0702.jpg,450,321,pistol,1,233,27,263
0702.jpg,450,321,pistol,36,234,77,265
0702.jpg,450,321,pistol,81,235,123,266
0702.jpg,450,321,pistol,117,243,172,274
0702.jpg,450,321,pistol,26,205,52,222
0702.jpg,450,321,pistol,64,203,99,229
0702.jpg,450,321,pistol,103,205,133,233
0702.jpg,450,321,pistol,141,206,177,233
0702.jpg,450,321,pistol,184,247,225,277
0702.jpg,450,321,pistol,202,205,275,245
0702.jpg,450,321,pistol,234,252,275,274
0702.jpg,450,321,pistol,413,254,449,292
0702.jpg,450,321,pistol,412,215,445,244
0703.jpg,900,1350,pistol,25,937,419,1249
0703.jpg,900,1350,pistol,492,952,865,1255
0703.jpg,900,1350,pistol,10,640,431,909
0703.jpg,900,1350,pistol,468,640,877,928
0703.jpg,900,1350,pistol,7,328,407,597
0703.jpg,900,1350,pistol,492,334,843,603
0703.jpg,900,1350,pistol,25,3,368,258
0703.jpg,900,1350,pistol,483,21,850,279
0704.jpg,450,336,pistol,12,133,321,334
0704.jpg,450,336,pistol,128,10,434,233
0705.jpg,400,302,pistol,6,125,243,284
0706.jpg,277,182,pistol,4,4,272,172
0707.jpg,1000,644,pistol,80,229,262,363
0708.jpg,700,500,pistol,466,167,639,300
0709.jpg,300,182,pistol,1,1,222,163
0710.jpg,660,660,pistol,24,210,431,484
0711.jpg,660,660,pistol,27,219,431,488
0712.jpg,640,440,pistol,228,78,410,327
0713.jpg,640,375,pistol,222,22,614,323
0714.jpg,626,626,pistol,14,153,428,423
0715.jpg,400,266,pistol,150,69,302,202
0716.jpg,600,368,pistol,201,7,571,317
0717.jpg,863,1390,pistol,287,265,553,905
0718.jpg,863,1390,pistol,287,280,550,887
0719.jpg,1024,771,pistol,273,13,755,729
0720.jpg,540,366,pistol,166,99,299,203
0720.jpg,540,366,pistol,399,34,467,163
0720.jpg,540,366,pistol,310,284,462,319
0721.jpg,667,580,pistol,1,5,655,578
0722.jpg,640,480,pistol,1,67,628,480
0723.jpg,2768,2067,pistol,315,574,934,1330
0724.jpg,420,236,pistol,21,83,207,178
0725.jpg,420,241,pistol,29,9,372,126
0726.jpg,420,150,pistol,32,12,197,140
0726.jpg,420,150,pistol,218,17,416,143
0727.jpg,420,150,pistol,4,58,206,116
0727.jpg,420,150,pistol,284,1,338,147
0728.jpg,420,252,pistol,5,3,387,246
0729.jpg,420,253,pistol,3,2,365,150
0730.jpg,800,683,pistol,526,430,687,554
0731.jpg,1280,960,pistol,71,287,605,872
0731.jpg,1280,960,pistol,702,270,1245,938
0732.jpg,700,375,pistol,90,11,593,362
0733.jpg,309,400,pistol,167,102,304,211
0734.jpg,398,209,pistol,299,67,371,114
0735.jpg,1748,1744,pistol,77,139,1504,1008
0736.jpg,283,424,pistol,60,141,184,370
0737.jpg,1600,947,pistol,396,368,1032,600
0738.jpg,1100,733,pistol,206,104,1006,692
0739.jpg,745,497,pistol,338,209,392,259
0740.jpg,800,533,pistol,7,118,701,302
0741.jpg,200,150,pistol,25,1,41,64
0741.jpg,200,150,pistol,91,1,107,62
0741.jpg,200,150,pistol,155,1,172,62
0742.jpg,1200,800,pistol,528,240,1057,782
0743.jpg,1200,800,pistol,423,246,950,732
0744.jpg,1200,800,pistol,326,153,931,756
0745.jpg,650,500,pistol,37,46,645,397
0746.jpg,970,650,pistol,367,75,965,385
0747.jpg,1920,1200,pistol,842,280,1225,1136
0748.jpg,992,744,pistol,82,160,763,625
0749.jpg,1600,668,pistol,339,350,1075,667
0749.jpg,1600,668,pistol,484,1,1292,464
0750.jpg,786,596,pistol,80,221,380,502
0750.jpg,786,596,pistol,408,148,617,369
0751.jpg,504,275,pistol,45,143,164,205
0751.jpg,504,275,pistol,17,5,130,51
0752.jpg,661,496,pistol,333,345,411,406
0753.jpg,300,154,pistol,1,1,297,149
0754.jpg,300,162,pistol,10,15,292,149
0755.jpg,300,180,pistol,1,3,296,176
0756.jpg,300,207,pistol,38,62,295,187
0757.jpg,300,206,pistol,26,40,288,191
0758.jpg,300,242,pistol,1,1,284,125
0759.jpg,300,231,pistol,14,46,292,192
0760.jpg,230,300,pistol,1,75,229,229
0761.jpg,300,207,pistol,56,55,289,195
0762.jpg,300,207,pistol,51,55,286,195
0763.jpg,300,207,pistol,53,46,282,195
0764.jpg,300,196,pistol,20,59,271,148
0765.jpg,300,241,pistol,23,45,288,228
0766.jpg,300,211,pistol,1,13,294,197
0767.jpg,300,176,pistol,3,4,286,150
0768.jpg,300,157,pistol,36,14,255,116
0769.jpg,300,179,pistol,3,4,288,154
0770.jpg,300,196,pistol,3,4,293,190
0771.jpg,300,199,pistol,7,13,291,192
0772.jpg,300,160,pistol,8,15,292,126
0773.jpg,300,206,pistol,23,7,271,198
0774.jpg,300,165,pistol,3,5,294,159
0775.jpg,300,201,pistol,1,2,300,198
0776.jpg,300,257,pistol,67,24,219,129
0777.jpg,300,163,pistol,6,10,294,152
0778.jpg,300,189,pistol,20,32,282,172
0779.jpg,300,151,pistol,6,12,293,136
0780.jpg,300,206,pistol,3,29,294,188
0781.jpg,300,180,pistol,16,7,282,168
0782.jpg,300,225,pistol,4,1,298,224
0783.jpg,300,200,pistol,21,60,240,180
0784.jpg,300,163,pistol,3,2,288,147
0785.jpg,300,180,pistol,6,8,290,173
0786.jpg,300,158,pistol,44,19,259,99
0787.jpg,300,203,pistol,8,11,283,173
0788.jpg,300,166,pistol,4,4,296,166
0789.jpg,300,164,pistol,17,37,282,135
0790.jpg,300,202,pistol,25,37,263,162
0791.jpg,300,192,pistol,5,45,290,182
0792.jpg,300,243,pistol,84,50,210,118
0793.jpg,300,263,pistol,3,62,300,179
0794.jpg,300,197,pistol,37,52,269,160
0795.jpg,300,151,pistol,15,16,285,144
0796.jpg,300,180,pistol,46,40,268,152
0797.jpg,300,184,pistol,11,37,286,153
0798.jpg,300,187,pistol,13,1,272,174
0799.jpg,300,172,pistol,15,13,288,160
0800.jpg,300,191,pistol,1,18,294,145
0801.jpg,300,145,pistol,1,12,294,141
0802.jpg,300,300,pistol,8,62,278,237
0803.jpg,300,183,pistol,7,8,192,95
0804.jpg,300,199,pistol,26,11,275,183
0805.jpg,300,225,pistol,19,24,269,162
0806.jpg,300,169,pistol,1,11,282,149
0807.jpg,300,166,pistol,11,14,291,155
0808.jpg,300,225,pistol,13,16,281,218
0809.jpg,300,300,pistol,4,104,294,215
0810.jpg,300,300,pistol,2,102,296,212
0811.jpg,300,203,pistol,9,10,284,175
0812.jpg,300,224,pistol,30,15,300,206
0813.jpg,300,153,pistol,1,1,296,141
0814.jpg,300,152,pistol,15,5,284,137
0815.jpg,300,206,pistol,3,21,294,178
0816.jpg,300,159,pistol,4,9,292,154
0817.jpg,300,223,pistol,5,71,290,201
0818.jpg,300,259,pistol,13,49,276,214
0819.jpg,300,173,pistol,2,1,296,158
0820.jpg,300,157,pistol,3,13,297,139
0821.jpg,300,165,pistol,19,23,288,141
0822.jpg,300,196,pistol,3,27,283,182
0823.jpg,300,153,pistol,1,5,298,148
0824.jpg,300,225,pistol,11,35,288,198
0825.jpg,300,196,pistol,38,64,214,168
0826.jpg,300,213,pistol,11,22,276,181
0827.jpg,190,300,pistol,1,91,188,211
0828.jpg,300,197,pistol,25,5,267,162
0829.jpg,300,171,pistol,8,3,290,156
0830.jpg,300,216,pistol,1,11,298,212
0831.jpg,300,217,pistol,1,33,281,215
0832.jpg,300,172,pistol,3,4,294,162
0833.jpg,300,151,pistol,13,16,291,132
0834.jpg,1024,768,pistol,484,296,839,446
0835.jpg,1022,674,pistol,54,235,965,615
0836.jpg,620,350,pistol,23,66,559,345
0837.jpg,178,282,pistol,33,16,148,211
0838.jpg,266,189,pistol,64,44,203,136
0839.jpg,188,268,pistol,91,122,144,258
0840.jpg,275,183,pistol,85,18,225,167
0841.jpg,275,183,pistol,95,48,208,132
0842.jpg,281,179,pistol,96,26,254,130
0843.jpg,249,202,pistol,22,32,161,136
0844.jpg,267,189,pistol,22,25,207,164
0845.jpg,275,183,pistol,32,28,171,149
0846.jpg,273,185,pistol,67,8,255,138
0847.jpg,268,188,pistol,34,57,188,157
0848.jpg,266,189,pistol,99,40,133,88
0849.jpg,269,187,pistol,145,50,237,120
0850.jpg,262,192,pistol,90,30,137,165
0851.jpg,262,192,pistol,29,57,115,159
0852.jpg,300,168,pistol,28,1,219,82
0853.jpg,275,184,pistol,176,72,239,129
0854.jpg,313,161,pistol,47,43,152,119
0854.jpg,313,161,pistol,161,45,263,114
0855.jpg,213,237,pistol,83,92,183,125
0856.jpg,297,170,pistol,22,4,262,97
0857.jpg,259,194,pistol,32,23,228,113
0858.jpg,259,194,pistol,159,71,259,176
0859.jpg,280,180,pistol,121,40,228,124
0860.jpg,266,189,pistol,69,51,219,104
0861.jpg,259,194,pistol,151,71,223,156
0862.jpg,183,275,pistol,75,71,97,125
0863.jpg,183,275,pistol,87,90,162,224
0864.jpg,259,195,pistol,17,22,67,86
0865.jpg,336,120,pistol,28,10,158,111
0865.jpg,336,120,pistol,189,13,335,119
0866.jpg,286,176,pistol,1,62,284,125
0867.jpg,183,275,pistol,33,33,106,166
0868.jpg,225,225,pistol,50,31,102,72
0868.jpg,225,225,pistol,139,43,166,69
0868.jpg,225,225,pistol,75,140,136,182
0869.jpg,248,203,pistol,48,67,105,105
0870.jpg,300,168,pistol,18,62,151,128
0871.jpg,275,183,pistol,62,50,215,160
0872.jpg,254,199,pistol,105,50,140,126
0873.jpg,304,166,pistol,157,68,173,86
0874.jpg,300,168,pistol,164,111,197,159
0875.jpg,275,183,pistol,28,3,139,181
0876.jpg,183,275,pistol,79,66,92,93
0877.jpg,237,213,pistol,21,75,61,135
0878.jpg,256,124,pistol,14,44,209,90
0879.jpg,259,194,pistol,83,83,231,194
0880.jpg,208,242,pistol,54,46,145,188
0881.jpg,262,192,pistol,116,17,148,41
0882.jpg,300,168,pistol,114,42,149,101
0883.jpg,262,192,pistol,136,53,218,134
0884.jpg,256,192,pistol,62,7,239,105
0885.jpg,262,192,pistol,100,13,159,100
0886.jpg,252,200,pistol,157,12,191,67
0887.jpg,252,200,pistol,21,32,162,142
0888.jpg,286,176,pistol,52,3,175,144
0889.jpg,275,183,pistol,100,70,141,113
0890.jpg,240,106,pistol,53,12,196,106
0891.jpg,251,201,pistol,149,48,175,74
0892.jpg,279,180,pistol,33,30,184,109
0893.jpg,260,194,pistol,86,73,106,91
0894.jpg,300,168,pistol,167,49,184,65
0895.jpg,268,188,pistol,72,62,107,117
0896.jpg,300,168,pistol,2,1,169,162
0897.jpg,317,159,pistol,11,26,305,151
0898.jpg,275,183,pistol,112,16,195,151
0899.jpg,277,182,pistol,140,72,176,104
0900.jpg,263,192,pistol,69,53,123,85
0901.jpg,258,195,pistol,134,89,172,123
0902.jpg,300,168,pistol,195,41,216,58
0903.jpg,225,225,pistol,89,19,138,224
0904.jpg,240,180,pistol,106,40,131,57
0905.jpg,285,177,pistol,144,40,178,70
0906.jpg,177,285,pistol,34,88,91,164
0907.jpg,182,277,pistol,1,2,137,193
0908.jpg,211,239,pistol,56,88,77,134
0909.jpg,240,210,pistol,83,71,149,182
0910.jpg,285,176,pistol,34,43,82,85
0911.jpg,201,135,pistol,14,16,178,118
0912.jpg,275,183,pistol,43,16,236,140
0913.jpg,266,190,pistol,99,27,263,161
0914.jpg,262,192,pistol,80,34,101,54
0915.jpg,273,185,pistol,109,75,141,134
0916.jpg,275,183,pistol,65,34,215,137
0917.jpg,266,189,pistol,86,40,140,91
0918.jpg,255,198,pistol,97,21,224,179
0919.jpg,275,183,pistol,33,59,100,123
0920.jpg,221,229,pistol,51,140,81,185
0921.jpg,275,183,pistol,1,1,158,176
0922.jpg,260,194,pistol,70,73,132,106
0922.jpg,260,194,pistol,46,116,109,149
0922.jpg,260,194,pistol,137,87,188,125
0922.jpg,260,194,pistol,189,20,242,54
0922.jpg,260,194,pistol,178,58,236,95
0923.jpg,293,172,pistol,105,9,280,147
0924.jpg,199,254,pistol,110,81,144,117
0925.jpg,259,194,pistol,87,1,206,190
0926.jpg,270,187,pistol,75,51,245,149
0927.jpg,275,183,pistol,56,117,153,154
0928.jpg,275,183,pistol,152,50,245,136
0929.jpg,281,179,pistol,119,17,179,74
0930.jpg,238,212,pistol,104,39,195,209
0931.jpg,193,262,pistol,30,129,75,187
0932.jpg,185,272,pistol,108,48,138,79
0933.jpg,270,187,pistol,167,92,235,147
0934.jpg,245,206,pistol,31,71,179,145
0935.jpg,259,194,pistol,4,1,214,90
0936.jpg,303,166,pistol,1,23,119,87
0936.jpg,303,166,pistol,147,6,258,84
0937.jpg,266,189,pistol,31,45,189,163
0938.jpg,262,192,pistol,46,19,200,123
0939.jpg,206,244,pistol,8,3,202,137
0940.jpg,244,206,pistol,118,72,141,119
0941.jpg,292,173,pistol,43,3,261,161
0942.jpg,177,285,pistol,51,123,104,203
0943.jpg,276,183,pistol,31,23,132,135
0944.jpg,275,183,pistol,41,53,118,132
0945.jpg,269,188,pistol,27,8,135,134
0946.jpg,262,192,pistol,52,59,101,103
0947.jpg,200,155,pistol,81,43,107,98
0948.jpg,252,200,pistol,32,31,192,133
0949.jpg,275,183,pistol,68,9,230,90
0950.jpg,242,208,pistol,77,25,197,177
0951.jpg,356,141,pistol,14,3,287,131
0952.jpg,261,193,pistol,26,17,185,170
0953.jpg,262,192,pistol,177,54,254,136
0954.jpg,183,275,pistol,58,51,123,168
0955.jpg,277,182,pistol,115,44,235,91
0956.jpg,275,183,pistol,71,43,217,97
0957.jpg,217,232,pistol,26,39,147,134
0958.jpg,251,201,pistol,4,20,205,112
0959.jpg,274,184,pistol,66,69,242,157
0960.jpg,183,275,pistol,142,35,175,92
0961.jpg,253,199,pistol,78,35,194,160
0962.jpg,186,256,pistol,21,79,134,243
0963.jpg,272,185,pistol,99,38,238,107
0964.jpg,262,193,pistol,26,14,126,92
0965.jpg,183,275,pistol,114,17,169,94
0966.jpg,225,225,pistol,75,91,116,180
0967.jpg,322,157,pistol,113,25,146,114
0968.jpg,183,275,pistol,37,207,68,246
0969.jpg,183,275,pistol,13,38,47,98
0970.jpg,267,189,pistol,69,25,136,176
0971.jpg,259,194,pistol,113,87,132,125
0972.jpg,266,190,pistol,95,15,231,116
0973.jpg,275,183,pistol,122,54,242,175
0974.jpg,266,189,pistol,141,2,166,59
0975.jpg,275,183,pistol,169,37,233,129
0976.jpg,275,183,pistol,24,21,229,166
0977.jpg,276,182,pistol,104,76,214,157
0978.jpg,261,193,pistol,85,20,225,71
0979.jpg,259,194,pistol,49,33,85,55
0980.jpg,290,173,pistol,5,6,284,159
0981.jpg,254,199,pistol,14,80,79,115
0981.jpg,254,199,pistol,95,78,158,118
0981.jpg,254,199,pistol,180,79,240,120
0982.jpg,203,248,pistol,64,59,99,157
0983.jpg,274,162,pistol,15,15,258,152
0984.jpg,259,194,pistol,79,120,102,152
0985.jpg,220,229,pistol,153,65,217,126
0986.jpg,259,194,pistol,61,39,189,194
0987.jpg,259,194,pistol,74,63,86,73
0988.jpg,256,197,pistol,17,50,66,84
0989.jpg,254,198,pistol,47,39,236,137
0990.jpg,240,181,pistol,3,21,23,39
0990.jpg,240,181,pistol,158,17,175,32
0991.jpg,259,194,pistol,75,77,141,163
0992.jpg,259,194,pistol,183,1,253,58
0993.jpg,257,196,pistol,7,4,257,194
0994.jpg,343,147,pistol,103,68,239,147
0995.jpg,258,195,pistol,17,60,89,124
0996.jpg,294,172,pistol,89,1,201,81
0997.jpg,275,183,pistol,134,6,157,52
0998.jpg,275,183,pistol,68,49,228,128
0999.jpg,202,128,pistol,59,32,174,98
1000.jpg,275,183,pistol,97,4,215,96
1001.jpg,263,192,pistol,96,17,227,72
1002.jpg,183,275,pistol,121,72,135,137
1003.jpg,265,190,pistol,108,51,240,134
1004.jpg,183,275,pistol,12,69,119,140
1005.jpg,301,167,pistol,85,50,173,117
1006.jpg,94,206,pistol,1,25,31,64
1007.jpg,311,162,pistol,98,43,212,116
